"Muni_ID","ID","Muni","X2009"
1601,"1111601","Arcos de Valdevez",0
1602,"1111602","Caminha",0
1603,"1111603","Melgaço",0
1604,"1111604","Monção",0
1605,"1111605","Paredes de Coura",0
1606,"1111606","Ponte da Barca",0
1607,"1111607","Ponte de Lima",0
1608,"1111608","Valença",0
1609,"1111609","Viana do Castelo",0
1610,"1111610","Vila Nova de Cerveira",0
301,"1120301","Amares",0
302,"1120302","Barcelos",13594
303,"1120303","Braga",0
306,"1120306","Esposende",0
310,"1120310","Terras de Bouro",0
313,"1120313","Vila Verde",0
307,"1130307","Fafe",0
308,"1130308","Guimarães",0
309,"1130309","Póvoa de Lanhoso",0
1314,"1131314","Santo Tirso",0
1318,"1131318","Trofa",0
311,"1130311","Vieira do Minho",0
312,"1130312","Vila Nova de Famalicão",0
314,"1130314","Vizela",0
107,"1140107","Espinho",0
1304,"1141304","Gondomar",0
1306,"1141306","Maia",0
1308,"1141308","Matosinhos",0
1312,"1141312","Porto",0
1313,"1141313","Póvoa de Varzim",0
1315,"1141315","Valongo",0
1316,"1141316","Vila do Conde",0
1317,"1141317","Vila Nova de Gaia",0
1301,"1151301","Amarante",0
1302,"1151302","Baião",0
304,"1150304","Cabeceiras de Basto",9710
106,"1150106","Castelo de Paiva",5826
305,"1150305","Celorico de Basto",1942
1804,"1151804","Cinfães",5826
1303,"1151303","Felgueiras",0
1305,"1151305","Lousada",0
1307,"1151307","Marco de Canaveses",1942
1705,"1151705","Mondim de Basto",0
1309,"1151309","Paços de Ferreira",0
1310,"1151310","Paredes",0
1311,"1151311","Penafiel",0
1813,"1151813","Resende",1942
1709,"1151709","Ribeira de Pena",0
104,"1160104","Arouca",0
113,"1160113","Oliveira de Azeméis",0
109,"1160109","Santa Maria da Feira",0
116,"1160116","São João da Madeira",0
119,"1160119","Vale de Cambra",0
1701,"1171701","Alijó",20433
1801,"1171801","Armamar",61299
403,"1170403","Carrazeda de Ansiães",37947
404,"1170404","Freixo de Espada à Cinta",2203845
1805,"1171805","Lamego",37947
1704,"1171704","Mesão Frio",0
1807,"1171807","Moimenta da Beira",0
1812,"1171812","Penedono",0
1708,"1171708","Peso da Régua",0
1710,"1171710","Sabrosa",8757
1711,"1171711","Santa Marta de Penaguião",0
1815,"1171815","São João da Pesqueira",35028
1818,"1171818","Sernancelhe",20433
1819,"1171819","Tabuaço",5838
1820,"1171820","Tarouca",26271
409,"1170409","Torre de Moncorvo",1777671
410,"1170410","Vila Flor",942837
914,"1170914","Vila Nova de Foz Côa",49623
1714,"1171714","Vila Real",5838
401,"1180401","Alfândega da Fé",1608369
1702,"1181702","Boticas",0
402,"1180402","Bragança",20433
1703,"1181703","Chaves",0
405,"1180405","Macedo de Cavaleiros",586719
406,"1180406","Miranda do Douro",11676
407,"1180407","Mirandela",1082949
408,"1180408","Mogadouro",151788
1706,"1181706","Montalegre",0
1707,"1181707","Murça",160545
1712,"1181712","Valpaços",119679
1713,"1181713","Vila Pouca de Aguiar",0
411,"1180411","Vimioso",14595
412,"1180412","Vinhais",0
101,"1610101","Águeda",3480
102,"1610102","Albergaria-a-Velha",0
103,"1610103","Anadia",3480
105,"1610105","Aveiro",0
108,"1610108","Estarreja",0
110,"1610110","Ílhavo",0
111,"1610111","Mealhada",0
112,"1610112","Murtosa",0
114,"1610114","Oliveira do Bairro",0
115,"1610115","Ovar",0
117,"1610117","Sever do Vouga",0
118,"1610118","Vagos",0
602,"1620602","Cantanhede",38280
603,"1620603","Coimbra",0
604,"1620604","Condeixa-a-Nova",6960
605,"1620605","Figueira da Foz",3480
608,"1620608","Mira",0
610,"1620610","Montemor-o-Velho",1942
613,"1620613","Penacova",7768
615,"1620615","Soure",1942
1004,"1631004","Batalha",7768
1009,"1631009","Leiria",17478
1010,"1631010","Marinha Grande",1942
1015,"1631015","Pombal",13594
1016,"1631016","Porto de Mós",15536
1002,"1641002","Alvaiázere",19420
1003,"1641003","Ansião",5826
601,"1640601","Arganil",0
1007,"1641007","Castanheira de Pêra",1942
1008,"1641008","Figueiró dos Vinhos",0
606,"1640606","Góis",0
607,"1640607","Lousã",1942
609,"1640609","Miranda do Corvo",21362
611,"1640611","Oliveira do Hospital",11652
612,"1640612","Pampilhosa da Serra",3884
1013,"1641013","Pedrógão Grande",0
614,"1640614","Penela",0
616,"1640616","Tábua",11652
617,"1640617","Vila Nova de Poiares",7768
901,"1650901","Aguiar da Beira",3884
1802,"1651802","Carregal do Sal",5826
1803,"1651803","Castro Daire",0
1806,"1651806","Mangualde",29130
1808,"1651808","Mortágua",0
1809,"1651809","Nelas",15536
1810,"1651810","Oliveira de Frades",0
1811,"1651811","Penalva do Castelo",11652
1814,"1651814","Santa Comba Dão",0
1816,"1651816","São Pedro do Sul",0
1817,"1651817","Sátão",3884
1821,"1651821","Tondela",9710
1822,"1651822","Vila Nova de Paiva",0
1823,"1651823","Viseu",99246
1824,"1651824","Vouzela",9710
1413,"1661413","Mação",122598
506,"1660506","Oleiros",1942
508,"1660508","Proença-a-Nova",97100
509,"1660509","Sertã",13594
510,"1660510","Vila de Rei",7768
905,"1670905","Fornos de Algodres",3884
906,"1670906","Gouveia",19420
912,"1670912","Seia",23304
902,"1680902","Almeida",0
903,"1680903","Celorico da Beira",77680
904,"1680904","Figueira de Castelo Rodrigo",293242
907,"1680907","Guarda",31072
908,"1680908","Manteigas",1942
909,"1680909","Mêda",141766
910,"1680910","Pinhel",89332
911,"1680911","Sabugal",19420
913,"1680913","Trancoso",2919
502,"1690502","Castelo Branco",502068
505,"1690505","Idanha-a-Nova",353199
507,"1690507","Penamacor",81732
511,"1690511","Vila Velha de Ródão",128436
501,"16A0501","Belmonte",376551
503,"16A0503","Covilhã",221844
504,"16A0504","Fundão",627585
1001,"16B1001","Alcobaça",20433
1101,"16B1101","Alenquer",23352
1102,"16B1102","Arruda dos Vinhos",0
1005,"16B1005","Bombarral",0
1104,"16B1104","Cadaval",0
1006,"16B1006","Caldas da Rainha",5838
1108,"16B1108","Lourinhã",0
1011,"16B1011","Nazaré",0
1012,"16B1012","Óbidos",0
1014,"16B1014","Peniche",0
1112,"16B1112","Sobral de Monte Agraço",0
1113,"16B1113","Torres Vedras",5838
1401,"16C1401","Abrantes",972027
1402,"16C1402","Alcanena",89332
1408,"16C1408","Constância",13594
1410,"16C1410","Entroncamento",0
1411,"16C1411","Ferreira do Zêzere",19420
1421,"16C1421","Ourém",1942
1417,"16C1417","Sardoal",21362
1418,"16C1418","Tomar",191400
1419,"16C1419","Torres Novas",262170
1420,"16C1420","Vila Nova da Barquinha",31072
1115,"1711115","Amadora",0
1105,"1711105","Cascais",0
1106,"1711106","Lisboa",0
1107,"1711107","Loures",13920
1109,"1711109","Mafra",3480
1116,"1711116","Odivelas",0
1110,"1711110","Oeiras",0
1111,"1711111","Sintra",0
1114,"1711114","Vila Franca de Xira",3480
1502,"1721502","Alcochete",0
1503,"1721503","Almada",0
1504,"1721504","Barreiro",0
1506,"1721506","Moita",0
1507,"1721507","Montijo",121800
1508,"1721508","Palmela",10440
1510,"1721510","Seixal",6960
1511,"1721511","Sesimbra",0
1512,"1721512","Setúbal",125280
1501,"1811501","Alcácer do Sal",1193640
1505,"1811505","Grândola",341040
211,"1810211","Odemira",929160
1509,"1811509","Santiago do Cacém",8926200
1513,"1811513","Sines",0
1201,"1821201","Alter do Chão",2244600
1202,"1821202","Arronches",107880
1203,"1821203","Avis",13606800
1204,"1821204","Campo Maior",6472800
1205,"1821205","Castelo de Vide",480240
1206,"1821206","Crato",69600
1207,"1821207","Elvas",6521520
1208,"1821208","Fronteira",3058920
1209,"1821209","Gavião",31320
1210,"1821210","Marvão",247080
1211,"1821211","Monforte",2366400
707,"1820707","Mora",73080
1212,"1821212","Nisa",73080
1213,"1821213","Ponte de Sor",497640
1214,"1821214","Portalegre",87000
701,"1830701","Alandroal",824760
702,"1830702","Arraiolos",1030080
703,"1830703","Borba",205320
704,"1830704","Estremoz",1245840
705,"1830705","Évora",3963720
706,"1830706","Montemor-o-Novo",1200600
708,"1830708","Mourão",995280
709,"1830709","Portel",1962720
710,"1830710","Redondo",3396480
711,"1830711","Reguengos de Monsaraz",953520
1215,"1831215","Sousel",6949560
712,"1830712","Vendas Novas",0
713,"1830713","Viana do Alentejo",1816560
714,"1830714","Vila Viçosa",267960
201,"1840201","Aljustrel",9281160
202,"1840202","Almodôvar",542880
203,"1840203","Alvito",90480
204,"1840204","Barrancos",0
205,"1840205","Beja",16048688
206,"1840206","Castro Verde",1900080
207,"1840207","Cuba",1740000
208,"1840208","Ferreira do Alentejo",30418680
209,"1840209","Mértola",852600
210,"1840210","Moura",14779560
212,"1840212","Ourique",76560
213,"1840213","Serpa",25000320
214,"1840214","Vidigueira",6082344
1403,"1851403","Almeirim",90480
1404,"1851404","Alpiarça",55680
1103,"1851103","Azambuja",46704
1405,"1851405","Benavente",134274
1406,"1851406","Cartaxo",175140
1407,"1851407","Chamusca",145650
1409,"1851409","Coruche",1942
1412,"1851412","Golegã",104868
1414,"1851414","Rio Maior",151476
1415,"1851415","Salvaterra de Magos",7768
1416,"1851416","Santarém",854480
801,"1500801","Albufeira",1942
802,"1500802","Alcoutim",0
803,"1500803","Aljezur",0
804,"1500804","Castro Marim",5826
805,"1500805","Faro",89332
806,"1500806","Lagoa",9710
807,"1500807","Lagos",0
808,"1500808","Loulé",1942
809,"1500809","Monchique",0
810,"1500810","Olhão",31320
811,"1500811","Portimão",1942
812,"1500812","São Brás de Alportel",0
813,"1500813","Silves",27188
814,"1500814","Tavira",44666
815,"1500815","Vila do Bispo",0
816,"1500816","Vila Real de Santo António",1942
