"x","y","Station_ID","Avg_NO3","X500m.Aspect_fine.tif","X500m.Elevation.tif","X500m.GDP_PT_2010.tif","X500m.PopDensity.tif","X500m.Slope_fine.tif","X500m.SOC_PT.tif","X500m.soil_pH_fine.tif","X500m.SoilTexture_fine.tif","X500m.MaxTemp_WarmMonth.tif","X500m.Mean_diurnal_range.tif","X500m.MinTemp_ColdMonth.tif","X500m.Precipitation_ColdQuarter.tif","X500m.Precipitation_DryMonth.tif","X500m.Precipitation_DryQuarter.tif","X500m.Precipitation_sum.tif","X500m.Precipitation_WarmQuarter.tif","X500m.Precipitation_WetMonth.tif","X500m.Precipitation_WetQuarter.tif","X500m.Srad_avg.tif","X500m.Tavg_avg.tif","X500m.Tmax_avg.tif","X500m.Tmin_avg.tif","Distance_dams","Distance_ocean","Distance_rivers","Distance_urban","MRB_roads","Agri_Natural.tif","Agriculture_naturalVeg.tif","AgroForestry.tif","Annuals_permanents.tif","CLC_PT2000.tif","Complex_patterns.tif","crop_ssnb.tif","et0.tif","forest.tif","FRAC_leaching.tif","FRAC_runoff.tif","Fruit_trees.tif","grass_ssnb.tif","heterogeneous.tif","Natural_grasslands.tif","Non_irrigated.tif","Olive_groves.tif","Pastures.tif","Permanently_irrigated.tif","prec.tif","Rice.tif","Total_leaching_X1996.tif","urban.tif","Vineyards.tif","Water_bodies.tif","wetlands.tif","Actual_permeability.tif","Bulk_density_30cm.tif","DepthImpermeable.tif","Different_aquifer_systs.tif","Dist_to_rivers.tif","DomParentMaterial1.tif","DomParentMaterial2.tif","DomParentMaterial3.tif","DomTexture.tif","Field_capacity_30cm.tif","FieldCapacity.tif","FRAC_clay_30cm.tif","FRAC_sand_30cm.tif","GW_bodies.tif","HydroGeo.tif","HydroGeo_ParMaterial.tif","ks_fao_octop.tif","porosity.tif","Potential_permeability.tif","rast_recharge_gw.tif","Runoff_flow_direction.tif","SecParentMaterial.tif","Slope.tif","SubBS.tif","SubCEC.tif","SubMineralogy.tif","subsurface_DomTexture.tif","surface_DomTexture.tif","ths_fao_octop.tif","TopBS.tif","TopCEC.tif","TopMineralogy.tif","TopOC.tif","water_table.tif","MRB_agri_animal_prod_.tif","MRB_agri_chemical.tif","MRB_agri_processing.tif","MRB_feed_prod.tif","MRB_other_industry.tif","MRB_pig_production.tif","MRB_poultry_production.tif","MRB_slaughters.tif","MRB_wwtp.tif","RF_GW_2004_0.79","RF_GW_2005_0.79","RF_GW_2006_0.8","RF_GW_2007_0.79","RF_GW_2008_0.78","RF_GW_2009_0.79","RF_GW_2010_0.83","RF_GW_2011_0.72","RF_GW_2012_0.74","RF_GW_2013_0.82","RF_GW_2014_0.75","RF_GW_2015_0.8","RF_GW_2016_0.79","RF_GW_2017_0.83","geometry"
196280,289470,"321/46",0.3,4.30340147018433,240.120010375977,167,0,6.10602140426636,4.72000026702881,59.7200012207031,2.95937323570251,26.6230735778809,10.6339721679688,2.90000009536743,332.769256591797,7,44.7692642211914,810.36669921875,51.7692642211914,118.769264221191,338.538513183594,16408.615234375,15.5363416671753,20.864351272583,10.2272691726685,0.400000005960464,78488.8515625,0.200000002980232,3707.322265625,0.840000033378601,0,0,0,0,324,0,0,1124.64477539062,1,0,0,0,0,0,0,0,0,0,0,814.996520996094,0,0,0,0,0,0,4.00000047683716,148.875869750977,1,2,500,4.0247631072998,41.2971572875977,413.971588134766,1.9752368927002,17.155252456665,0.361806511878967,24.3970565795898,38.4849433898926,85,8.92571067810059,5.92571067810059,1.79775369167328,0.159548074007034,4.00000047683716,9,45.4828338623047,3.92571043968201,5.43438529968262,1.9752368927002,2,2.07428956031799,1.9752368927002,1.9752368927002,0.479782849550247,1.0247631072998,2,2.0247631072998,3.9752368927002,25.1052837371826,0,0,0,0,10000,0,0,0,0,4.49564456939697,2.39076924324036,5.22058773040771,2.8691143989563,7.9543604850769,2.86294436454773,3.6929566860199,6.38864088058472,16.0948219299316,5.0030403137207,4.0703272819519,5.23741579055786,5.80772924423218,5.31591558456421,c(2767275.4153967, 2018152.10655781)
192632,14887,"605/48",22.48,4.07529926300049,35.5200271606445,1914,0.548730492591858,2.76553225517273,1.12000226974487,68.9199981689453,2.99993872642517,27.7961730957031,9.02499961853027,6.69617414474487,240.114776611328,2,15,519.25146484375,21.038257598877,105.03825378418,260.076507568359,17631.623046875,17.1972064971924,21.7301902770996,12.705189704895,0.100000001490116,1000,0.400000005960464,0,0.53600001335144,0,0,0,0,142,0,0,1192.87719726562,0,0,0,0,0,0,0,0,0,0,0,806.684814453125,0,0,1,0,0,0,199.999938964844,154.15754699707,1,1,500,1,12,121,1,17.0710735321045,0.198850005865097,25.5865325927734,38.1384735107422,83,6,3,1.38725900650024,0.270000010728836,5,16.9162139892578,5.49966335296631,5,3.25657844543457,2,2,2,1,1,0.393862187862396,3,2,2,4,19.6301593780518,0,0,0,0,0,0,0,0,2533.9697265625,20.0299034118652,24.1882743835449,36.5991249084473,23.7883224487305,21.6159477233887,23.0691223144531,24.0646305084229,20.9502944946289,24.4597415924072,16.6646270751953,24.9338874816895,22.0726451873779,27.0264778137207,23.8415584564209,c(2705619.12801438, 1751553.7358658)
195210,14340,"605/199",19.49,4.27444124221802,33.5200119018555,0,2.58744859695435,3.19311237335205,0.720001637935638,70.9199981689453,3,27.7127017974854,9.09669017791748,6.61270141601562,241,2,15,518.352783203125,21,106,260,17640.82421875,17.197546005249,21.7318630218506,12.6396999359131,0.100000001490116,500,0.560000002384186,500.048706054688,0.400000005960464,0,0,0,0,112,1,0,1196.21008300781,0,0,0,0,0,0,0,0,0,0,0,810.999145507812,0,0,1,0,0,0,199.999649047852,158.228820800781,1,1,0,1,12,121,1,16.5088405609131,0.198850005865097,26.1179904937744,43.1595993041992,83,6,3,1.53975677490234,0.270000010728836,5,17.9582920074463,7.93778085708618,5,2.3785195350647,2,2,2,1,1,0.399055659770966,3,2,2,4,18.9136028289795,0,0,0,0,10000,0,0,0,5000,33.7650756835938,30.9390392303467,25.4487628936768,27.2822456359863,30.7766094207764,26.4242610931396,26.5329170227051,24.6774711608887,29.1027793884277,25.5310230255127,27.1968078613281,26.0791835784912,29.6326675415039,29.2427997589111,c(2708022.75918663, 1750410.24816585)
185270,13559,"605/268",39.36,2.96661710739136,15.7200164794922,9338,0.649698913097382,2.47425675392151,3.04000234603882,68.1600112915039,2.83383846282959,27.3890552520752,8.70116329193115,6.92188692092896,235.890563964844,1,14,513.6796875,21,101.890563964844,255.890563964844,17587.947265625,17.1360015869141,21.473991394043,12.7800130844116,0.100000001490116,1000,0.351999998092651,500.026977539062,0.400000005960464,0,0,0,0,242,1,54,1170.79028320312,0,0.132499992847443,0.0199999995529652,0,0,1,0,0,0,0,0,781.02001953125,0,7.15500020980835,0,0,0,0,4.99999809265137,153.744201660156,1,1,500,1,12,121,1,17.0340728759766,0.198850005865097,25.8333740234375,43.7617416381836,82,6,3,1.53975677490234,0.235380366444588,4.99999809265137,14.8087882995605,48.2537879943848,5,2.67208480834961,2,2,2,1,1,0.399055659770966,3,2,2,4,20.5033187866211,0,0,0,0,10000,0,0,0,5000,33.4672660827637,30.6645011901855,31.7967834472656,31.78883934021,31.9083690643311,23.459379196167,30.8995780944824,29.4552612304688,31.9751834869385,28.7697219848633,29.8319606781006,23.2199287414551,30.9970531463623,31.7883968353271,c(2698153.90669174, 1752006.95992814)
193850,16910,"605/293",11.71,4.43443584442139,60.4400062561035,1530,0.412984371185303,3.86227178573608,2.99999952316284,74.7599945068359,1.36360895633698,27.7838191986084,9.09245109558105,6.57546520233154,243.047012329102,2,15.1617994308472,526.933288574219,22.0052318572998,106,262.208801269531,17621.091796875,17.1498641967773,21.7013130187988,12.6055479049683,0.100000001490116,3000,0.600000023841858,1207.18725585938,1,1,1,0,0,243,0,0,1195.841796875,0,0.425000011920929,0.0879999995231628,0,248,0,0,0,0,0,0,807.417724609375,0,105.400001525879,0,0,0,0,4,162.35090637207,1,1,2236.06787109375,1.15060949325562,13.3554849624634,134.554840087891,1.45182824134827,17.2860260009766,0.291402369737625,31,34.989990234375,83,5.39756202697754,3.30121898651123,1.53975677490234,0.136822491884232,4,17.427059173584,2.79684352874756,4.24695301055908,2.77846550941467,2,1.84939050674438,2,1.6024374961853,1.45182824134827,0.407229423522949,2.69878101348877,1.84939050674438,2,3.69878101348877,30.8816890716553,0,0,0,0,10000,0,0,0,5000,15.8507537841797,29.1832466125488,22.5135974884033,15.114333152771,18.8300228118896,16.6841411590576,18.8317089080811,27.6017742156982,27.09446144104,22.9692649841309,21.5321502685547,27.5414848327637,30.6555500030518,30.9685153961182,c(2707229.70777606, 1753234.30483908)
194850,25150,"596/275",11.45,3.64616513252258,68.6399917602539,397,0.00142730865627527,1.00050580501556,2.07999992370605,69.879997253418,1.3604211807251,28.126106262207,9.81486034393311,5.42610645294189,245.477874755859,2,17,539.922119140625,24,106.73893737793,264.477874755859,17571.24609375,17.004093170166,21.9207592010498,12.103443145752,0.100000001490116,11535.5341796875,0.200000002980232,4828.8359375,0.400000005960464,0,0,0,0,242,1,54,1196.99841308594,0,0.222499996423721,0,0,0,1,0,0,0,0,0,805.371948242188,0,12.0150003433228,0,0,0,0,4.00000190734863,162.552062988281,1,1,0,4.89778757095337,53.8415946960449,538.450012207031,2.0681414604187,18.9754810333252,0.361085802316666,29.4265747070312,32.8187065124512,65,1.03407073020935,2.10221219062805,1.75974071025848,0.246801182627678,4.00000190734863,51,28.6010990142822,4.82964611053467,1.69329380989075,2,1,2.96592926979065,0.170353665947914,2.0681414604187,0.476033955812454,1,1.96592926979065,3.9318585395813,2,6.64955282211304,0,0,0,0,10000,0,0,0,0,13.7488403320312,15.0269651412964,39.8993606567383,27.4574527740479,42.7280616760254,41.1416969299316,37.1768646240234,34.1582679748535,43.7400741577148,29.3727054595947,38.0571937561035,29.0646705627441,28.1737384796143,32.5250358581543,c(2709922.71622685, 1761018.65031478)
192400,21100,"596/604",90.43,3.12126612663269,109.879981994629,2247,0.340682804584503,1.85680627822876,2.08000063896179,76.0800018310547,0.851162254810333,27.7999992370605,9.44573402404785,5.89023780822754,247.048812866211,2,17,543.157470703125,24,107,266.097625732422,17547.693359375,16.972375869751,21.692102432251,12.2460632324219,0.100000001490116,7000,0.400000005960464,1707.21423339844,0.400000005960464,1,1,0,0,243,0,0,1192.07568359375,0,0.452380955219269,0.0120000001043081,0,248,0,0,0,0,0,0,801.405578613281,0,94.2399978637695,0,0,0,0,4.00000190734863,162.066162109375,1,1,500,2,21,211,4,18.5154361724854,0.325874328613281,31.8823719024658,31.6347789764404,83,2,5,1.66208159923553,0.0599999986588955,4.00000190734863,17.8568840026855,67.9190216064453,0.0567601956427097,2.85869097709656,2,1,2,4.98864793777466,4,0.483025044202805,1,1,2,2,40.731143951416,0,0,0,0,10000,0,0,0,10000,33.425537109375,26.4367523193359,24.2439613342285,28.1139125823975,35.2601280212402,35.5969009399414,53.5023002624512,35.6574325561523,29.1011695861816,29.9549140930176,31.6171379089355,29.287073135376,28.7640380859375,30.1121921539307,c(2706686.54271704, 1757656.85172016)
193470,19460,"605/322",14.88,4.27016401290894,102.440010070801,630,0.00427922839298844,1.63805723190308,2,76.4000015258789,0.00128726242110133,27.7874736785889,9.44579124450684,5.83757734298706,247,2,17,543.650451660156,24,107,266,17584.97265625,16.9572830200195,21.684383392334,12.24684715271,0.100000001490116,5500,0.600000023841858,2914.466796875,0.600000023841858,0,0,0,0,131,0,0,1195.00854492188,1,0,0,0,0,0,0,0,0,0,0,804.921569824219,0,0,0,0,0,0,199.999588012695,156.841949462891,1,1,1000,2,21,211,4,16.2860260009766,0.325874328613281,30.5950965881348,36.4329566955566,83,2,5,1.60207784175873,0.0599999986588955,5,18,56.0940399169922,0,2.08576107025146,2,1,2,5,4,0.468457281589508,1,1,2,2,44.1965637207031,0,0,0,0,10000,0,0,0,10000,32.0213012695312,48.5085830688477,22.6155586242676,25.7934150695801,34.3426094055176,26.9374771118164,25.5250606536865,29.3548812866211,27.440372467041,26.7455406188965,10.4529905319214,26.5224266052246,11.1552600860596,12.2038459777832,c(2707389.6981552, 1755806.69378116)
258062,56489,"575/1",0.33,3.1241934299469,20.8400135040283,397,1.80863881111145,5.84797430038452,2.64000105857849,68.3199996948242,1.59569919109344,29.4770488739014,10.2886905670166,5.05409812927246,217.438751220703,2,19,504.151611328125,24,92.4795837402344,238.438751220703,17462.001953125,17.4573497772217,22.5938854217529,12.309606552124,0.200000002980232,33656.85546875,0.856000006198883,17122.291015625,0.744000017642975,0,0,0,0,223,0,39,1269.01879882812,0,0.170454546809196,0.096500001847744,1,0,0,0,0,0,0,0,793.533813476562,0,5.84999990463257,0,0,0,0,1.0000616312027,148.289199829102,1,2,500,4,41,411,2,17.4577960968018,0.361806511878967,27.5481357574463,38.0647048950195,42,9,6,1.27574455738068,0.0441506206989288,1.00000178813934,4.15217733383179,42.4582328796387,1,5.2921347618103,2,2,2,2,2,0.481832653284073,1,2,2,2,22.8501930236816,0,0,0,0,0,0,0,0,0,21.3467788696289,26.2904949188232,12.047119140625,12.0791158676147,7.66429042816162,11.3510847091675,17.8794765472412,11.3445224761963,12.9880456924438,9.17697429656982,14.5535068511963,13.0622615814209,21.8808879852295,18.8878383636475,c(2778191.23447735, 1776595.00177338)
231957,53020,"574/24",0.87,2.81061363220215,285.800018310547,4714,1.6071320772171,1.60093212127686,2,72.120002746582,1.84171211719513,28.7069625854492,10.2391357421875,3.90000009536743,253.586761474609,3,24,583.340209960938,29,106.930374145508,271.586761474609,17430.86328125,16.6129112243652,21.7318668365479,11.4928112030029,0.100000001490116,40106.6015625,0.100000001490116,500.026977539062,0.600000023841858,0,0,0,0,211,0,39,1253.74938964844,0,0.19010417163372,0.0020000000949949,0,0,0,0,1,0,0,0,783.4482421875,0,7.11749982833862,0,0,0,0,1.99999797344208,167.237487792969,1,2,500,4,41,411,2,18.2791004180908,0.361806511878967,28.7375621795654,36.5131759643555,42,9,6,1.06109666824341,0.00999999977648258,1.99999797344208,5,10.0721569061279,1,2.64393854141235,2,2,2,2,2,0.460498750209808,1,2,2,2,59.4953269958496,0,0,0,0,0,0,0,0,0,27.9476470947266,13.1870107650757,19.85178565979,34.3416595458984,36.2211151123047,13.439679145813,31.1467094421387,12.4411735534668,11.5598382949829,15.0123653411865,10.0268230438232,14.4104948043823,12.9621744155884,12.9098176956177,c(2751969.90559359, 1779371.22889455)
